지역명,규모구분,연도,월,분양가격(제곱미터),제곱미터당분양가격,평당분양가격,전용면적
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,3163,3163.0,10437.9,85~102
충남,전용면적 102제곱미터초과,2020,9,,,,102~
전북,모든면적,2020,9,"2,518",2518.0,8309.4,모든면적
전북,전용면적 60제곱미터이하,2020,9,2596,2596.0,8566.8,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2535,2535.0,8365.5,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,9,2710,2710.0,8943.0,85~102
전북,전용면적 102제곱미터초과,2020,9,2703,2703.0,8919.9,102~
전남,모든면적,2020,9,"2,683",2683.0,8853.9,모든면적
전남,전용면적 60제곱미터이하,2020,9,,,,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2672,2672.0,8817.6,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,3021,3021.0,9969.3,85~102
전남,전용면적 102제곱미터초과,2020,9,3633,3633.0,11988.9,102~
경북,모든면적,2020,9,"3,096",3096.0,10216.8,모든면적
경북,전용면적 60제곱미터이하,2020,9,4076,4076.0,13450.8,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3083,3083.0,10173.9,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,9,,,,85~102
경북,전용면적 102제곱미터초과,2020,9,,,,102~
경남,모든면적,2020,9,"3,114",3114.0,10276.199999999999,모든면적
경남,전용면적 60제곱미터이하,2020,9,2966,2966.0,9787.8,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3109,3109.0,10259.699999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4939,4939.0,16298.699999999999,85~102
경남,전용면적 102제곱미터초과,2020,9,2918,2918.0,9629.4,102~
제주,모든면적,2020,9,"4,648",4648.0,15338.4,모든면적
제주,전용면적 60제곱미터이하,2020,9,4363,4363.0,14397.9,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4660,4660.0,15378.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,9,,,,85~102
제주,전용면적 102제곱미터초과,2020,9,,,,102~
서울,모든면적,2020,10,"8,079",8079.0,26660.699999999997,모든면적
서울,전용면적 60제곱미터이하,2020,10,8247,8247.0,27215.1,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,10,8013,8013.0,26442.899999999998,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,10,9938,9938.0,32795.4,85~102
서울,전용면적 102제곱미터초과,2020,10,8677,8677.0,28634.1,102~
인천,모든면적,2020,10,"4,720",4720.0,15576.0,모든면적
인천,전용면적 60제곱미터이하,2020,10,4594,4594.0,15160.199999999999,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4669,4669.0,15407.699999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4914,4914.0,16216.199999999999,85~102
인천,전용면적 102제곱미터초과,2020,10,4818,4818.0,15899.4,102~
경기,모든면적,2020,10,"4,346",4346.0,14341.8,모든면적
경기,전용면적 60제곱미터이하,2020,10,4127,4127.0,13619.099999999999,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4366,4366.0,14407.8,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4751,4751.0,15678.3,85~102
경기,전용면적 102제곱미터초과,2020,10,4872,4872.0,16077.599999999999,102~
부산,모든면적,2020,10,"3,974",3974.0,13114.199999999999,모든면적
부산,전용면적 60제곱미터이하,2020,10,3967,3967.0,13091.099999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3966,3966.0,13087.8,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3799,3799.0,12536.699999999999,85~102
부산,전용면적 102제곱미터초과,2020,10,3887,3887.0,12827.099999999999,102~
대구,모든면적,2020,10,"4,668",4668.0,15404.4,모든면적
대구,전용면적 60제곱미터이하,2020,10,4608,4608.0,15206.4,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4661,4661.0,15381.3,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4899,4899.0,16166.699999999999,85~102
대구,전용면적 102제곱미터초과,2020,10,4869,4869.0,16067.699999999999,102~
광주,모든면적,2020,10,"3,722",3722.0,12282.599999999999,모든면적
광주,전용면적 60제곱미터이하,2020,10,3900,3900.0,12870.0,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3723,3723.0,12285.9,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4610,4610.0,15213.0,85~102
광주,전용면적 102제곱미터초과,2020,10,4615,4615.0,15229.5,102~
대전,모든면적,2020,10,"3,206",3206.0,10579.8,모든면적
대전,전용면적 60제곱미터이하,2020,10,3061,3061.0,10101.3,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3228,3228.0,10652.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,10,,,,85~102
대전,전용면적 102제곱미터초과,2020,10,,,,102~
울산,모든면적,2020,10,"4,183",4183.0,13803.9,모든면적
울산,전용면적 60제곱미터이하,2020,10,4240,4240.0,13992.0,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4163,4163.0,13737.9,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,10,,,,85~102
울산,전용면적 102제곱미터초과,2020,10,4530,4530.0,14949.0,102~
세종,모든면적,2020,10,"3,424",3424.0,11299.199999999999,모든면적
세종,전용면적 60제곱미터이하,2020,10,,,,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,10,,,,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,10,,,,85~102
세종,전용면적 102제곱미터초과,2020,10,3424,3424.0,11299.199999999999,102~
강원,모든면적,2020,10,"3,128",3128.0,10322.4,모든면적
강원,전용면적 60제곱미터이하,2020,10,3355,3355.0,11071.5,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3208,3208.0,10586.4,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2743,2743.0,9051.9,85~102
강원,전용면적 102제곱미터초과,2020,10,3936,3936.0,12988.8,102~
충북,모든면적,2020,10,"2,392",2392.0,7893.599999999999,모든면적
충북,전용면적 60제곱미터이하,2020,10,2386,2386.0,7873.799999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2399,2399.0,7916.7,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,,,,85~102
충북,전용면적 102제곱미터초과,2020,10,2818,2818.0,9299.4,102~
충남,모든면적,2020,10,"2,691",2691.0,8880.3,모든면적
충남,전용면적 60제곱미터이하,2020,10,2582,2582.0,8520.6,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2719,2719.0,8972.699999999999,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2954,2954.0,9748.199999999999,85~102
충남,전용면적 102제곱미터초과,2020,10,,,,102~
전북,모든면적,2020,10,"2,572",2572.0,8487.6,모든면적
전북,전용면적 60제곱미터이하,2020,10,2478,2478.0,8177.4,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2583,2583.0,8523.9,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2409,2409.0,7949.7,85~102
전북,전용면적 102제곱미터초과,2020,10,2562,2562.0,8454.6,102~
전남,모든면적,2020,10,"2,718",2718.0,8969.4,모든면적
전남,전용면적 60제곱미터이하,2020,10,2660,2660.0,8778.0,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2699,2699.0,8906.699999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3021,3021.0,9969.3,85~102
전남,전용면적 102제곱미터초과,2020,10,3873,3873.0,12780.9,102~
경북,모든면적,2020,10,"3,065",3065.0,10114.5,모든면적
경북,전용면적 60제곱미터이하,2020,10,3475,3475.0,11467.5,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3085,3085.0,10180.5,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3209,3209.0,10589.699999999999,85~102
경북,전용면적 102제곱미터초과,2020,10,,,,102~
경남,모든면적,2020,10,"3,107",3107.0,10253.099999999999,모든면적
경남,전용면적 60제곱미터이하,2020,10,2966,2966.0,9787.8,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3106,3106.0,10249.8,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4720,4720.0,15576.0,85~102
경남,전용면적 102제곱미터초과,2020,10,3166,3166.0,10447.8,102~
제주,모든면적,2020,10,"4,648",4648.0,15338.4,모든면적
제주,전용면적 60제곱미터이하,2020,10,4363,4363.0,14397.9,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4660,4660.0,15378.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,10,,,,85~102
제주,전용면적 102제곱미터초과,2020,10,,,,102~
서울,모든면적,2020,11,"8,234",8234.0,27172.199999999997,모든면적
서울,전용면적 60제곱미터이하,2020,11,8436,8436.0,27838.8,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,11,8182,8182.0,27000.6,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,11,9938,9938.0,32795.4,85~102
서울,전용면적 102제곱미터초과,2020,11,8677,8677.0,28634.1,102~
인천,모든면적,2020,11,"4,769",4769.0,15737.699999999999,모든면적
인천,전용면적 60제곱미터이하,2020,11,4626,4626.0,15265.8,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4712,4712.0,15549.599999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4999,4999.0,16496.7,85~102
인천,전용면적 102제곱미터초과,2020,11,4885,4885.0,16120.5,102~
경기,모든면적,2020,11,"4,339",4339.0,14318.699999999999,모든면적
경기,전용면적 60제곱미터이하,2020,11,4129,4129.0,13625.699999999999,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4356,4356.0,14374.8,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4577,4577.0,15104.099999999999,85~102
경기,전용면적 102제곱미터초과,2020,11,5272,5272.0,17397.6,102~
부산,모든면적,2020,11,"4,112",4112.0,13569.599999999999,모든면적
부산,전용면적 60제곱미터이하,2020,11,4118,4118.0,13589.4,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4100,4100.0,13530.0,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3799,3799.0,12536.699999999999,85~102
부산,전용면적 102제곱미터초과,2020,11,3947,3947.0,13025.099999999999,102~
대구,모든면적,2020,11,"4,684",4684.0,15457.199999999999,모든면적
대구,전용면적 60제곱미터이하,2020,11,4623,4623.0,15255.9,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4675,4675.0,15427.5,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4898,4898.0,16163.4,85~102
대구,전용면적 102제곱미터초과,2020,11,4875,4875.0,16087.5,102~
광주,모든면적,2020,11,"3,745",3745.0,12358.5,모든면적
광주,전용면적 60제곱미터이하,2020,11,4031,4031.0,13302.3,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3734,3734.0,12322.199999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4610,4610.0,15213.0,85~102
광주,전용면적 102제곱미터초과,2020,11,4502,4502.0,14856.599999999999,102~
대전,모든면적,2020,11,"3,206",3206.0,10579.8,모든면적
대전,전용면적 60제곱미터이하,2020,11,3061,3061.0,10101.3,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3228,3228.0,10652.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,11,,,,85~102
대전,전용면적 102제곱미터초과,2020,11,,,,102~
울산,모든면적,2020,11,"4,183",4183.0,13803.9,모든면적
울산,전용면적 60제곱미터이하,2020,11,4240,4240.0,13992.0,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4163,4163.0,13737.9,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,11,,,,85~102
울산,전용면적 102제곱미터초과,2020,11,4530,4530.0,14949.0,102~
세종,모든면적,2020,11,"3,424",3424.0,11299.199999999999,모든면적
세종,전용면적 60제곱미터이하,2020,11,,,,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,11,,,,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,11,,,,85~102
세종,전용면적 102제곱미터초과,2020,11,3424,3424.0,11299.199999999999,102~
강원,모든면적,2020,11,"3,150",3150.0,10395.0,모든면적
강원,전용면적 60제곱미터이하,2020,11,3591,3591.0,11850.3,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2916,2916.0,9622.8,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2743,2743.0,9051.9,85~102
강원,전용면적 102제곱미터초과,2020,11,3936,3936.0,12988.8,102~
충북,모든면적,2020,11,"2,448",2448.0,8078.4,모든면적
충북,전용면적 60제곱미터이하,2020,11,2431,2431.0,8022.299999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2466,2466.0,8137.799999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,,,,85~102
충북,전용면적 102제곱미터초과,2020,11,2798,2798.0,9233.4,102~
충남,모든면적,2020,11,"2,782",2782.0,9180.6,모든면적
충남,전용면적 60제곱미터이하,2020,11,2755,2755.0,9091.5,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2805,2805.0,9256.5,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2954,2954.0,9748.199999999999,85~102
충남,전용면적 102제곱미터초과,2020,11,,,,102~
전북,모든면적,2020,11,"2,630",2630.0,8679.0,모든면적
전북,전용면적 60제곱미터이하,2020,11,2548,2548.0,8408.4,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2593,2593.0,8556.9,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2409,2409.0,7949.7,85~102
전북,전용면적 102제곱미터초과,2020,11,2562,2562.0,8454.6,102~
전남,모든면적,2020,11,"2,759",2759.0,9104.699999999999,모든면적
전남,전용면적 60제곱미터이하,2020,11,2660,2660.0,8778.0,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2697,2697.0,8900.1,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3021,3021.0,9969.3,85~102
전남,전용면적 102제곱미터초과,2020,11,3587,3587.0,11837.099999999999,102~
경북,모든면적,2020,11,"3,173",3173.0,10470.9,모든면적
경북,전용면적 60제곱미터이하,2020,11,3212,3212.0,10599.599999999999,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3179,3179.0,10490.699999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3944,3944.0,13015.199999999999,85~102
경북,전용면적 102제곱미터초과,2020,11,3991,3991.0,13170.3,102~
경남,모든면적,2020,11,"3,113",3113.0,10272.9,모든면적
경남,전용면적 60제곱미터이하,2020,11,3069,3069.0,10127.699999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3108,3108.0,10256.4,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4720,4720.0,15576.0,85~102
경남,전용면적 102제곱미터초과,2020,11,3166,3166.0,10447.8,102~
제주,모든면적,2020,11,"4,648",4648.0,15338.4,모든면적
제주,전용면적 60제곱미터이하,2020,11,4363,4363.0,14397.9,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4660,4660.0,15378.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,11,,,,85~102
제주,전용면적 102제곱미터초과,2020,11,,,,102~
서울,모든면적,2020,12,"8,566",8566.0,28267.8,모든면적
서울,전용면적 60제곱미터이하,2020,12,8691,8691.0,28680.3,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,12,7892,7892.0,26043.6,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,12,9769,9769.0,32237.699999999997,85~102
서울,전용면적 102제곱미터초과,2020,12,9481,9481.0,31287.3,102~
인천,모든면적,2020,12,"4,752",4752.0,15681.599999999999,모든면적
인천,전용면적 60제곱미터이하,2020,12,4710,4710.0,15543.0,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4664,4664.0,15391.199999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,12,5097,5097.0,16820.1,85~102
인천,전용면적 102제곱미터초과,2020,12,4918,4918.0,16229.4,102~
경기,모든면적,2020,12,"4,386",4386.0,14473.8,모든면적
경기,전용면적 60제곱미터이하,2020,12,4051,4051.0,13368.3,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4403,4403.0,14529.9,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4610,4610.0,15213.0,85~102
경기,전용면적 102제곱미터초과,2020,12,5380,5380.0,17754.0,102~
부산,모든면적,2020,12,"4,256",4256.0,14044.8,모든면적
부산,전용면적 60제곱미터이하,2020,12,4293,4293.0,14166.9,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4221,4221.0,13929.3,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3842,3842.0,12678.599999999999,85~102
부산,전용면적 102제곱미터초과,2020,12,3947,3947.0,13025.099999999999,102~
대구,모든면적,2020,12,"4,644",4644.0,15325.199999999999,모든면적
대구,전용면적 60제곱미터이하,2020,12,4634,4634.0,15292.199999999999,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4654,4654.0,15358.199999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4867,4867.0,16061.099999999999,85~102
대구,전용면적 102제곱미터초과,2020,12,4877,4877.0,16094.099999999999,102~
광주,모든면적,2020,12,"3,703",3703.0,12219.9,모든면적
광주,전용면적 60제곱미터이하,2020,12,3521,3521.0,11619.3,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3702,3702.0,12216.599999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4610,4610.0,15213.0,85~102
광주,전용면적 102제곱미터초과,2020,12,4420,4420.0,14586.0,102~
대전,모든면적,2020,12,"3,206",3206.0,10579.8,모든면적
대전,전용면적 60제곱미터이하,2020,12,3061,3061.0,10101.3,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3228,3228.0,10652.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,12,,,,85~102
대전,전용면적 102제곱미터초과,2020,12,,,,102~
울산,모든면적,2020,12,"4,190",4190.0,13827.0,모든면적
울산,전용면적 60제곱미터이하,2020,12,4242,4242.0,13998.599999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4637,4637.0,15302.099999999999,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,12,,,,85~102
울산,전용면적 102제곱미터초과,2020,12,4530,4530.0,14949.0,102~
세종,모든면적,2020,12,"3,424",3424.0,11299.199999999999,모든면적
세종,전용면적 60제곱미터이하,2020,12,,,,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,12,,,,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,12,,,,85~102
세종,전용면적 102제곱미터초과,2020,12,3424,3424.0,11299.199999999999,102~
강원,모든면적,2020,12,"3,138",3138.0,10355.4,모든면적
강원,전용면적 60제곱미터이하,2020,12,3587,3587.0,11837.099999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3045,3045.0,10048.5,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2880,2880.0,9504.0,85~102
강원,전용면적 102제곱미터초과,2020,12,4273,4273.0,14100.9,102~
충북,모든면적,2020,12,"2,584",2584.0,8527.199999999999,모든면적
충북,전용면적 60제곱미터이하,2020,12,2591,2591.0,8550.3,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2605,2605.0,8596.5,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2706,2706.0,8929.8,85~102
충북,전용면적 102제곱미터초과,2020,12,2797,2797.0,9230.1,102~
충남,모든면적,2020,12,"2,761",2761.0,9111.3,모든면적
충남,전용면적 60제곱미터이하,2020,12,2671,2671.0,8814.3,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2786,2786.0,9193.8,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2954,2954.0,9748.199999999999,85~102
충남,전용면적 102제곱미터초과,2020,12,,,,102~
전북,모든면적,2020,12,"2,670",2670.0,8811.0,모든면적
전북,전용면적 60제곱미터이하,2020,12,2548,2548.0,8408.4,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2642,2642.0,8718.6,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2409,2409.0,7949.7,85~102
전북,전용면적 102제곱미터초과,2020,12,2615,2615.0,8629.5,102~
전남,모든면적,2020,12,"2,831",2831.0,9342.3,모든면적
전남,전용면적 60제곱미터이하,2020,12,2660,2660.0,8778.0,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2832,2832.0,9345.6,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3021,3021.0,9969.3,85~102
전남,전용면적 102제곱미터초과,2020,12,3312,3312.0,10929.599999999999,102~
경북,모든면적,2020,12,"3,135",3135.0,10345.5,모든면적
경북,전용면적 60제곱미터이하,2020,12,3178,3178.0,10487.4,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3132,3132.0,10335.599999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3918,3918.0,12929.4,85~102
경북,전용면적 102제곱미터초과,2020,12,3730,3730.0,12309.0,102~
경남,모든면적,2020,12,"2,988",2988.0,9860.4,모든면적
경남,전용면적 60제곱미터이하,2020,12,2940,2940.0,9702.0,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2973,2973.0,9810.9,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4720,4720.0,15576.0,85~102
경남,전용면적 102제곱미터초과,2020,12,3166,3166.0,10447.8,102~
제주,모든면적,2020,12,"4,648",4648.0,15338.4,모든면적
제주,전용면적 60제곱미터이하,2020,12,4363,4363.0,14397.9,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4660,4660.0,15378.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,12,,,,85~102
제주,전용면적 102제곱미터초과,2020,12,,,,102~
서울,모든면적,2021,1,"8,566",8566.0,28267.8,모든면적
서울,전용면적 60제곱미터이하,2021,1,8691,8691.0,28680.3,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2021,1,7892,7892.0,26043.6,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2021,1,9769,9769.0,32237.699999999997,85~102
서울,전용면적 102제곱미터초과,2021,1,9481,9481.0,31287.3,102~
인천,모든면적,2021,1,"4,728",4728.0,15602.4,모든면적
인천,전용면적 60제곱미터이하,2021,1,4710,4710.0,15543.0,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2021,1,4647,4647.0,15335.099999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2021,1,4617,4617.0,15236.099999999999,85~102
인천,전용면적 102제곱미터초과,2021,1,4918,4918.0,16229.4,102~
경기,모든면적,2021,1,"4,368",4368.0,14414.4,모든면적
경기,전용면적 60제곱미터이하,2021,1,4056,4056.0,13384.8,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2021,1,4379,4379.0,14450.699999999999,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2021,1,4539,4539.0,14978.699999999999,85~102
경기,전용면적 102제곱미터초과,2021,1,5118,5118.0,16889.399999999998,102~
부산,모든면적,2021,1,"4,254",4254.0,14038.199999999999,모든면적
부산,전용면적 60제곱미터이하,2021,1,4293,4293.0,14166.9,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2021,1,4218,4218.0,13919.4,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2021,1,3842,3842.0,12678.599999999999,85~102
부산,전용면적 102제곱미터초과,2021,1,3947,3947.0,13025.099999999999,102~
대구,모든면적,2021,1,"4,653",4653.0,15354.9,모든면적
대구,전용면적 60제곱미터이하,2021,1,4636,4636.0,15298.8,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2021,1,4664,4664.0,15391.199999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2021,1,4867,4867.0,16061.099999999999,85~102
대구,전용면적 102제곱미터초과,2021,1,4877,4877.0,16094.099999999999,102~
광주,모든면적,2021,1,"3,911",3911.0,12906.3,모든면적
광주,전용면적 60제곱미터이하,2021,1,3521,3521.0,11619.3,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2021,1,3910,3910.0,12903.0,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2021,1,4610,4610.0,15213.0,85~102
광주,전용면적 102제곱미터초과,2021,1,4420,4420.0,14586.0,102~
대전,모든면적,2021,1,"3,206",3206.0,10579.8,모든면적
대전,전용면적 60제곱미터이하,2021,1,3061,3061.0,10101.3,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2021,1,3228,3228.0,10652.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2021,1,,,,85~102
대전,전용면적 102제곱미터초과,2021,1,,,,102~
울산,모든면적,2021,1,"4,178",4178.0,13787.4,모든면적
울산,전용면적 60제곱미터이하,2021,1,4242,4242.0,13998.599999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2021,1,4618,4618.0,15239.4,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2021,1,,,,85~102
울산,전용면적 102제곱미터초과,2021,1,4530,4530.0,14949.0,102~
세종,모든면적,2021,1,"3,798",3798.0,12533.4,모든면적
세종,전용면적 60제곱미터이하,2021,1,4041,4041.0,13335.3,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2021,1,3903,3903.0,12879.9,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2021,1,3729,3729.0,12305.699999999999,85~102
세종,전용면적 102제곱미터초과,2021,1,3472,3472.0,11457.599999999999,102~
강원,모든면적,2021,1,"3,138",3138.0,10355.4,모든면적
강원,전용면적 60제곱미터이하,2021,1,3587,3587.0,11837.099999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2021,1,3045,3045.0,10048.5,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2021,1,2880,2880.0,9504.0,85~102
강원,전용면적 102제곱미터초과,2021,1,4273,4273.0,14100.9,102~
충북,모든면적,2021,1,"2,584",2584.0,8527.199999999999,모든면적
충북,전용면적 60제곱미터이하,2021,1,2591,2591.0,8550.3,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2021,1,2605,2605.0,8596.5,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2021,1,2706,2706.0,8929.8,85~102
충북,전용면적 102제곱미터초과,2021,1,2797,2797.0,9230.1,102~
충남,모든면적,2021,1,"2,761",2761.0,9111.3,모든면적
충남,전용면적 60제곱미터이하,2021,1,2671,2671.0,8814.3,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2021,1,2786,2786.0,9193.8,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2021,1,2954,2954.0,9748.199999999999,85~102
충남,전용면적 102제곱미터초과,2021,1,,,,102~
전북,모든면적,2021,1,"2,639",2639.0,8708.699999999999,모든면적
전북,전용면적 60제곱미터이하,2021,1,2548,2548.0,8408.4,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2021,1,2613,2613.0,8622.9,60~85
