지역명,규모구분,연도,월,분양가격(제곱미터),제곱미터당분양가격,평당분양가격,전용면적
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,6,3656,3656.0,12064.8,85~102
경기,전용면적 102제곱미터초과,2017,6,4052,4052.0,13371.599999999999,102~
부산,모든면적,2017,6,"3,616",3616.0,11932.8,모든면적
부산,전용면적 60제곱미터이하,2017,6,3229,3229.0,10655.699999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,6,3698,3698.0,12203.4,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,6,3013,3013.0,9942.9,85~102
부산,전용면적 102제곱미터초과,2017,6,3818,3818.0,12599.4,102~
대구,모든면적,2017,6,"3,246",3246.0,10711.8,모든면적
대구,전용면적 60제곱미터이하,2017,6,3555,3555.0,11731.5,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,6,3250,3250.0,10725.0,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,6,3019,3019.0,9962.699999999999,85~102
대구,전용면적 102제곱미터초과,2017,6,4712,4712.0,15549.599999999999,102~
광주,모든면적,2017,6,"2,912",2912.0,9609.6,모든면적
광주,전용면적 60제곱미터이하,2017,6,,,,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2899,2899.0,9566.699999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2880,2880.0,9504.0,85~102
광주,전용면적 102제곱미터초과,2017,6,3358,3358.0,11081.4,102~
대전,모든면적,2017,6,"2,739",2739.0,9038.699999999999,모든면적
대전,전용면적 60제곱미터이하,2017,6,2849,2849.0,9401.699999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2685,2685.0,8860.5,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2600,2600.0,8580.0,85~102
대전,전용면적 102제곱미터초과,2017,6,4328,4328.0,14282.4,102~
울산,모든면적,2017,6,"3,582",3582.0,11820.599999999999,모든면적
울산,전용면적 60제곱미터이하,2017,6,2904,2904.0,9583.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,6,3594,3594.0,11860.199999999999,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,6,,,,85~102
울산,전용면적 102제곱미터초과,2017,6,3137,3137.0,10352.099999999999,102~
세종,모든면적,2017,6,"2,733",2733.0,9018.9,모든면적
세종,전용면적 60제곱미터이하,2017,6,2779,2779.0,9170.699999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2703,2703.0,8919.9,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2787,2787.0,9197.1,85~102
세종,전용면적 102제곱미터초과,2017,6,2713,2713.0,8952.9,102~
강원,모든면적,2017,6,"2,131",2131.0,7032.299999999999,모든면적
강원,전용면적 60제곱미터이하,2017,6,2149,2149.0,7091.7,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2125,2125.0,7012.5,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2221,2221.0,7329.299999999999,85~102
강원,전용면적 102제곱미터초과,2017,6,2400,2400.0,7920.0,102~
충북,모든면적,2017,6,"2,043",2043.0,6741.9,모든면적
충북,전용면적 60제곱미터이하,2017,6,2162,2162.0,7134.599999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2041,2041.0,6735.299999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2563,2563.0,8457.9,85~102
충북,전용면적 102제곱미터초과,2017,6,2500,2500.0,8250.0,102~
충남,모든면적,2017,6,"2,274",2274.0,7504.2,모든면적
충남,전용면적 60제곱미터이하,2017,6,2355,2355.0,7771.5,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2265,2265.0,7474.5,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2963,2963.0,9777.9,85~102
충남,전용면적 102제곱미터초과,2017,6,2560,2560.0,8448.0,102~
전북,모든면적,2017,6,"2,201",2201.0,7263.299999999999,모든면적
전북,전용면적 60제곱미터이하,2017,6,2322,2322.0,7662.599999999999,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2197,2197.0,7250.099999999999,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2321,2321.0,7659.299999999999,85~102
전북,전용면적 102제곱미터초과,2017,6,2373,2373.0,7830.9,102~
전남,모든면적,2017,6,"2,147",2147.0,7085.099999999999,모든면적
전남,전용면적 60제곱미터이하,2017,6,2151,2151.0,7098.299999999999,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2152,2152.0,7101.599999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2291,2291.0,7560.299999999999,85~102
전남,전용면적 102제곱미터초과,2017,6,2197,2197.0,7250.099999999999,102~
경북,모든면적,2017,6,"2,383",2383.0,7863.9,모든면적
경북,전용면적 60제곱미터이하,2017,6,2390,2390.0,7887.0,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2376,2376.0,7840.799999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,6,2690,2690.0,8877.0,85~102
경북,전용면적 102제곱미터초과,2017,6,2674,2674.0,8824.199999999999,102~
경남,모든면적,2017,6,"2,444",2444.0,8065.2,모든면적
경남,전용면적 60제곱미터이하,2017,6,2495,2495.0,8233.5,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,6,2431,2431.0,8022.299999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,6,3042,3042.0,10038.6,85~102
경남,전용면적 102제곱미터초과,2017,6,2811,2811.0,9276.3,102~
제주,모든면적,2017,6,"3,274",3274.0,10804.199999999999,모든면적
제주,전용면적 60제곱미터이하,2017,6,4630,4630.0,15279.0,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,6,3249,3249.0,10721.699999999999,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,6,4809,4809.0,15869.699999999999,85~102
제주,전용면적 102제곱미터초과,2017,6,4800,4800.0,15840.0,102~
서울,모든면적,2017,7,"6,573",6573.0,21690.899999999998,모든면적
서울,전용면적 60제곱미터이하,2017,7,6510,6510.0,21483.0,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,7,6342,6342.0,20928.6,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,7,7126,7126.0,23515.8,85~102
서울,전용면적 102제곱미터초과,2017,7,6734,6734.0,22222.199999999997,102~
인천,모든면적,2017,7,"3,322",3322.0,10962.599999999999,모든면적
인천,전용면적 60제곱미터이하,2017,7,3272,3272.0,10797.599999999999,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3323,3323.0,10965.9,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,7,3427,3427.0,11309.099999999999,85~102
인천,전용면적 102제곱미터초과,2017,7,4518,4518.0,14909.4,102~
경기,모든면적,2017,7,"3,629",3629.0,11975.699999999999,모든면적
경기,전용면적 60제곱미터이하,2017,7,3707,3707.0,12233.099999999999,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3624,3624.0,11959.199999999999,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,7,3605,3605.0,11896.5,85~102
경기,전용면적 102제곱미터초과,2017,7,4065,4065.0,13414.5,102~
부산,모든면적,2017,7,"3,614",3614.0,11926.199999999999,모든면적
부산,전용면적 60제곱미터이하,2017,7,3277,3277.0,10814.099999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3718,3718.0,12269.4,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,7,3492,3492.0,11523.599999999999,85~102
부산,전용면적 102제곱미터초과,2017,7,3378,3378.0,11147.4,102~
대구,모든면적,2017,7,"3,870",3870.0,12771.0,모든면적
대구,전용면적 60제곱미터이하,2017,7,3555,3555.0,11731.5,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3887,3887.0,12827.099999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,7,,,,85~102
대구,전용면적 102제곱미터초과,2017,7,4712,4712.0,15549.599999999999,102~
광주,모든면적,2017,7,"2,894",2894.0,9550.199999999999,모든면적
광주,전용면적 60제곱미터이하,2017,7,,,,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2881,2881.0,9507.3,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2880,2880.0,9504.0,85~102
광주,전용면적 102제곱미터초과,2017,7,3358,3358.0,11081.4,102~
대전,모든면적,2017,7,"2,738",2738.0,9035.4,모든면적
대전,전용면적 60제곱미터이하,2017,7,2849,2849.0,9401.699999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2699,2699.0,8906.699999999999,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2834,2834.0,9352.199999999999,85~102
대전,전용면적 102제곱미터초과,2017,7,4328,4328.0,14282.4,102~
울산,모든면적,2017,7,"3,582",3582.0,11820.599999999999,모든면적
울산,전용면적 60제곱미터이하,2017,7,2904,2904.0,9583.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3594,3594.0,11860.199999999999,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,7,,,,85~102
울산,전용면적 102제곱미터초과,2017,7,3137,3137.0,10352.099999999999,102~
세종,모든면적,2017,7,"2,733",2733.0,9018.9,모든면적
세종,전용면적 60제곱미터이하,2017,7,2779,2779.0,9170.699999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2703,2703.0,8919.9,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2787,2787.0,9197.1,85~102
세종,전용면적 102제곱미터초과,2017,7,2713,2713.0,8952.9,102~
강원,모든면적,2017,7,"2,146",2146.0,7081.799999999999,모든면적
강원,전용면적 60제곱미터이하,2017,7,2167,2167.0,7151.099999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2141,2141.0,7065.299999999999,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2221,2221.0,7329.299999999999,85~102
강원,전용면적 102제곱미터초과,2017,7,2401,2401.0,7923.299999999999,102~
충북,모든면적,2017,7,"2,043",2043.0,6741.9,모든면적
충북,전용면적 60제곱미터이하,2017,7,2162,2162.0,7134.599999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2041,2041.0,6735.299999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2563,2563.0,8457.9,85~102
충북,전용면적 102제곱미터초과,2017,7,2500,2500.0,8250.0,102~
충남,모든면적,2017,7,"2,275",2275.0,7507.5,모든면적
충남,전용면적 60제곱미터이하,2017,7,2355,2355.0,7771.5,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2267,2267.0,7481.099999999999,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2963,2963.0,9777.9,85~102
충남,전용면적 102제곱미터초과,2017,7,2560,2560.0,8448.0,102~
전북,모든면적,2017,7,"2,195",2195.0,7243.5,모든면적
전북,전용면적 60제곱미터이하,2017,7,2374,2374.0,7834.2,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2194,2194.0,7240.2,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2456,2456.0,8104.799999999999,85~102
전북,전용면적 102제곱미터초과,2017,7,2281,2281.0,7527.299999999999,102~
전남,모든면적,2017,7,"2,147",2147.0,7085.099999999999,모든면적
전남,전용면적 60제곱미터이하,2017,7,2151,2151.0,7098.299999999999,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2153,2153.0,7104.9,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2291,2291.0,7560.299999999999,85~102
전남,전용면적 102제곱미터초과,2017,7,2197,2197.0,7250.099999999999,102~
경북,모든면적,2017,7,"2,382",2382.0,7860.599999999999,모든면적
경북,전용면적 60제곱미터이하,2017,7,2390,2390.0,7887.0,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2376,2376.0,7840.799999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,7,2690,2690.0,8877.0,85~102
경북,전용면적 102제곱미터초과,2017,7,2674,2674.0,8824.199999999999,102~
경남,모든면적,2017,7,"2,465",2465.0,8134.5,모든면적
경남,전용면적 60제곱미터이하,2017,7,2562,2562.0,8454.6,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,7,2450,2450.0,8085.0,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,7,3042,3042.0,10038.6,85~102
경남,전용면적 102제곱미터초과,2017,7,2826,2826.0,9325.8,102~
제주,모든면적,2017,7,"3,335",3335.0,11005.5,모든면적
제주,전용면적 60제곱미터이하,2017,7,5152,5152.0,17001.6,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,7,3270,3270.0,10791.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,7,4809,4809.0,15869.699999999999,85~102
제주,전용면적 102제곱미터초과,2017,7,4800,4800.0,15840.0,102~
서울,모든면적,2017,8,"6,172",6172.0,20367.6,모든면적
서울,전용면적 60제곱미터이하,2017,8,6371,6371.0,21024.3,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,8,5948,5948.0,19628.399999999998,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,8,7067,7067.0,23321.1,85~102
서울,전용면적 102제곱미터초과,2017,8,6254,6254.0,20638.199999999997,102~
인천,모든면적,2017,8,"3,273",3273.0,10800.9,모든면적
인천,전용면적 60제곱미터이하,2017,8,3209,3209.0,10589.699999999999,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3276,3276.0,10810.8,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,8,3427,3427.0,11309.099999999999,85~102
인천,전용면적 102제곱미터초과,2017,8,4986,4986.0,16453.8,102~
경기,모든면적,2017,8,"3,641",3641.0,12015.3,모든면적
경기,전용면적 60제곱미터이하,2017,8,3858,3858.0,12731.4,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3623,3623.0,11955.9,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,8,3694,3694.0,12190.199999999999,85~102
경기,전용면적 102제곱미터초과,2017,8,4037,4037.0,13322.099999999999,102~
부산,모든면적,2017,8,"3,589",3589.0,11843.699999999999,모든면적
부산,전용면적 60제곱미터이하,2017,8,3457,3457.0,11408.099999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3639,3639.0,12008.699999999999,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,8,3455,3455.0,11401.5,85~102
부산,전용면적 102제곱미터초과,2017,8,3642,3642.0,12018.599999999999,102~
대구,모든면적,2017,8,"3,994",3994.0,13180.199999999999,모든면적
대구,전용면적 60제곱미터이하,2017,8,3262,3262.0,10764.599999999999,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3993,3993.0,13176.9,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,8,,,,85~102
대구,전용면적 102제곱미터초과,2017,8,4712,4712.0,15549.599999999999,102~
광주,모든면적,2017,8,"2,903",2903.0,9579.9,모든면적
광주,전용면적 60제곱미터이하,2017,8,,,,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2890,2890.0,9537.0,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2880,2880.0,9504.0,85~102
광주,전용면적 102제곱미터초과,2017,8,3358,3358.0,11081.4,102~
대전,모든면적,2017,8,"2,738",2738.0,9035.4,모든면적
대전,전용면적 60제곱미터이하,2017,8,2849,2849.0,9401.699999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2699,2699.0,8906.699999999999,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2834,2834.0,9352.199999999999,85~102
대전,전용면적 102제곱미터초과,2017,8,4328,4328.0,14282.4,102~
울산,모든면적,2017,8,"3,582",3582.0,11820.599999999999,모든면적
울산,전용면적 60제곱미터이하,2017,8,2904,2904.0,9583.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3594,3594.0,11860.199999999999,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,8,,,,85~102
울산,전용면적 102제곱미터초과,2017,8,3137,3137.0,10352.099999999999,102~
세종,모든면적,2017,8,"2,734",2734.0,9022.199999999999,모든면적
세종,전용면적 60제곱미터이하,2017,8,2779,2779.0,9170.699999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2703,2703.0,8919.9,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2787,2787.0,9197.1,85~102
세종,전용면적 102제곱미터초과,2017,8,2719,2719.0,8972.699999999999,102~
강원,모든면적,2017,8,"2,268",2268.0,7484.4,모든면적
강원,전용면적 60제곱미터이하,2017,8,2242,2242.0,7398.599999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2269,2269.0,7487.7,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2221,2221.0,7329.299999999999,85~102
강원,전용면적 102제곱미터초과,2017,8,2401,2401.0,7923.299999999999,102~
충북,모든면적,2017,8,"2,050",2050.0,6765.0,모든면적
충북,전용면적 60제곱미터이하,2017,8,2162,2162.0,7134.599999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2048,2048.0,6758.4,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2563,2563.0,8457.9,85~102
충북,전용면적 102제곱미터초과,2017,8,2500,2500.0,8250.0,102~
충남,모든면적,2017,8,"2,257",2257.0,7448.099999999999,모든면적
충남,전용면적 60제곱미터이하,2017,8,2328,2328.0,7682.4,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2269,2269.0,7487.7,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2963,2963.0,9777.9,85~102
충남,전용면적 102제곱미터초과,2017,8,2623,2623.0,8655.9,102~
전북,모든면적,2017,8,"2,209",2209.0,7289.7,모든면적
전북,전용면적 60제곱미터이하,2017,8,2352,2352.0,7761.599999999999,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2211,2211.0,7296.299999999999,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2456,2456.0,8104.799999999999,85~102
전북,전용면적 102제곱미터초과,2017,8,2281,2281.0,7527.299999999999,102~
전남,모든면적,2017,8,"2,214",2214.0,7306.2,모든면적
전남,전용면적 60제곱미터이하,2017,8,2151,2151.0,7098.299999999999,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2221,2221.0,7329.299999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2291,2291.0,7560.299999999999,85~102
전남,전용면적 102제곱미터초과,2017,8,2197,2197.0,7250.099999999999,102~
경북,모든면적,2017,8,"2,441",2441.0,8055.299999999999,모든면적
경북,전용면적 60제곱미터이하,2017,8,2506,2506.0,8269.8,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2426,2426.0,8005.799999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,8,2867,2867.0,9461.1,85~102
경북,전용면적 102제곱미터초과,2017,8,2624,2624.0,8659.199999999999,102~
경남,모든면적,2017,8,"2,515",2515.0,8299.5,모든면적
경남,전용면적 60제곱미터이하,2017,8,2623,2623.0,8655.9,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,8,2499,2499.0,8246.699999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,8,3042,3042.0,10038.6,85~102
경남,전용면적 102제곱미터초과,2017,8,2868,2868.0,9464.4,102~
제주,모든면적,2017,8,"3,335",3335.0,11005.5,모든면적
제주,전용면적 60제곱미터이하,2017,8,5152,5152.0,17001.6,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,8,3270,3270.0,10791.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,8,4809,4809.0,15869.699999999999,85~102
제주,전용면적 102제곱미터초과,2017,8,4800,4800.0,15840.0,102~
서울,모든면적,2017,9,"6,507",6507.0,21473.1,모든면적
서울,전용면적 60제곱미터이하,2017,9,6767,6767.0,22331.1,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,9,5938,5938.0,19595.399999999998,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,9,7887,7887.0,26027.1,85~102
서울,전용면적 102제곱미터초과,2017,9,6689,6689.0,22073.699999999997,102~
인천,모든면적,2017,9,"3,302",3302.0,10896.599999999999,모든면적
인천,전용면적 60제곱미터이하,2017,9,3330,3330.0,10989.0,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3307,3307.0,10913.099999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,9,3478,3478.0,11477.4,85~102
인천,전용면적 102제곱미터초과,2017,9,4986,4986.0,16453.8,102~
경기,모든면적,2017,9,"3,628",3628.0,11972.4,모든면적
경기,전용면적 60제곱미터이하,2017,9,3902,3902.0,12876.599999999999,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3601,3601.0,11883.3,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,9,3696,3696.0,12196.8,85~102
경기,전용면적 102제곱미터초과,2017,9,4045,4045.0,13348.5,102~
부산,모든면적,2017,9,"3,594",3594.0,11860.199999999999,모든면적
부산,전용면적 60제곱미터이하,2017,9,3467,3467.0,11441.099999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3558,3558.0,11741.4,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,9,3442,3442.0,11358.599999999999,85~102
부산,전용면적 102제곱미터초과,2017,9,3636,3636.0,11998.8,102~
대구,모든면적,2017,9,"3,839",3839.0,12668.699999999999,모든면적
대구,전용면적 60제곱미터이하,2017,9,3454,3454.0,11398.199999999999,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3824,3824.0,12619.199999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,9,,,,85~102
대구,전용면적 102제곱미터초과,2017,9,4073,4073.0,13440.9,102~
광주,모든면적,2017,9,"2,945",2945.0,9718.5,모든면적
광주,전용면적 60제곱미터이하,2017,9,,,,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2935,2935.0,9685.5,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2880,2880.0,9504.0,85~102
광주,전용면적 102제곱미터초과,2017,9,3037,3037.0,10022.1,102~
대전,모든면적,2017,9,"2,894",2894.0,9550.199999999999,모든면적
대전,전용면적 60제곱미터이하,2017,9,3019,3019.0,9962.699999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2857,2857.0,9428.1,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2834,2834.0,9352.199999999999,85~102
대전,전용면적 102제곱미터초과,2017,9,4328,4328.0,14282.4,102~
울산,모든면적,2017,9,"3,582",3582.0,11820.599999999999,모든면적
울산,전용면적 60제곱미터이하,2017,9,2904,2904.0,9583.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3594,3594.0,11860.199999999999,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,9,,,,85~102
울산,전용면적 102제곱미터초과,2017,9,3137,3137.0,10352.099999999999,102~
세종,모든면적,2017,9,"2,758",2758.0,9101.4,모든면적
세종,전용면적 60제곱미터이하,2017,9,2803,2803.0,9249.9,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2684,2684.0,8857.199999999999,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2796,2796.0,9226.8,85~102
세종,전용면적 102제곱미터초과,2017,9,2799,2799.0,9236.699999999999,102~
강원,모든면적,2017,9,"2,235",2235.0,7375.5,모든면적
강원,전용면적 60제곱미터이하,2017,9,2237,2237.0,7382.099999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2225,2225.0,7342.5,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2221,2221.0,7329.299999999999,85~102
강원,전용면적 102제곱미터초과,2017,9,2319,2319.0,7652.7,102~
충북,모든면적,2017,9,"2,054",2054.0,6778.2,모든면적
충북,전용면적 60제곱미터이하,2017,9,2162,2162.0,7134.599999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2053,2053.0,6774.9,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2563,2563.0,8457.9,85~102
충북,전용면적 102제곱미터초과,2017,9,2500,2500.0,8250.0,102~
충남,모든면적,2017,9,"2,257",2257.0,7448.099999999999,모든면적
충남,전용면적 60제곱미터이하,2017,9,2328,2328.0,7682.4,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2269,2269.0,7487.7,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2963,2963.0,9777.9,85~102
충남,전용면적 102제곱미터초과,2017,9,2623,2623.0,8655.9,102~
전북,모든면적,2017,9,"2,219",2219.0,7322.7,모든면적
전북,전용면적 60제곱미터이하,2017,9,2294,2294.0,7570.2,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2219,2219.0,7322.7,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,9,,,,85~102
전북,전용면적 102제곱미터초과,2017,9,2138,2138.0,7055.4,102~
전남,모든면적,2017,9,"2,214",2214.0,7306.2,모든면적
전남,전용면적 60제곱미터이하,2017,9,2151,2151.0,7098.299999999999,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2221,2221.0,7329.299999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2291,2291.0,7560.299999999999,85~102
전남,전용면적 102제곱미터초과,2017,9,2197,2197.0,7250.099999999999,102~
경북,모든면적,2017,9,"2,429",2429.0,8015.7,모든면적
경북,전용면적 60제곱미터이하,2017,9,2488,2488.0,8210.4,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2413,2413.0,7962.9,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,9,2867,2867.0,9461.1,85~102
경북,전용면적 102제곱미터초과,2017,9,2969,2969.0,9797.699999999999,102~
경남,모든면적,2017,9,"2,510",2510.0,8283.0,모든면적
경남,전용면적 60제곱미터이하,2017,9,2623,2623.0,8655.9,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,9,2494,2494.0,8230.199999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,9,3983,3983.0,13143.9,85~102
경남,전용면적 102제곱미터초과,2017,9,3148,3148.0,10388.4,102~
제주,모든면적,2017,9,"3,222",3222.0,10632.599999999999,모든면적
제주,전용면적 60제곱미터이하,2017,9,5380,5380.0,17754.0,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,9,3150,3150.0,10395.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,9,,,,85~102
제주,전용면적 102제곱미터초과,2017,9,,,,102~
서울,모든면적,2017,10,"6,578",6578.0,21707.399999999998,모든면적
서울,전용면적 60제곱미터이하,2017,10,6815,6815.0,22489.5,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,10,5934,5934.0,19582.2,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,10,7274,7274.0,24004.199999999997,85~102
서울,전용면적 102제곱미터초과,2017,10,6559,6559.0,21644.699999999997,102~
인천,모든면적,2017,10,"3,300",3300.0,10890.0,모든면적
인천,전용면적 60제곱미터이하,2017,10,3330,3330.0,10989.0,60
